CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,TTL_RECEIPTS,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,PCT_INDIV_CONTRIB,PAC_Contribution_%,Party_Contribution_%,Adj_Party_Contrib,Adj_PAC_Contrib,Pct_Individual,Funding_Group,Individual_Pctile_All,Individual_Pctile_Bin
H4MD03164,"ATTERBEARY, VANESSA",O,DEM,19350.0,0.0,19350.0,MD,3.0,0.0,0.0,10/03/2024,4355.16,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CA41153,"HAWKINS, BRIAN",C,DEM,651.0,0.0,651.0,CA,41.0,0.0,0.0,12/31/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H8OH03098,"ESRATI, DAVID",C,DEM,5928.0,0.0,5928.0,OH,10.0,0.0,0.0,03/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2IN09233,"NTI ASARE, ISAK",O,DEM,5.65,0.0,5.65,IN,9.0,0.0,0.0,07/15/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2IN08169,"MCCORMICK, RAY",C,DEM,72.03,0.0,72.03,IN,8.0,0.0,0.0,09/13/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H8GU01020,"SAN NICOLAS, MICHAEL F.Q. MR.",C,DEM,23942.0,30937.92,23942.0,GU,0.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H6OH13240,"MORCKEL, RICHARD A MR.",C,GOP,3039.28,0.0,3039.28,OH,13.0,0.0,0.0,03/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4GU01011,"SHELTON, AMANDA LEE",C,DEM,166380.6,0.0,166380.6,GU,0.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,$100K–$1M,96.94408322496749,99.03846153846155
H2OH05062,"SWARTZ, CRAIG STEPHEN",C,DEM,55.0,0.0,55.0,OH,5.0,0.0,0.0,03/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4IN05252,"MALAYTER, PATRICK MICHAEL",C,REP,7500.0,1130.0,7500.0,IN,5.0,0.0,0.0,05/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4WA10044,"HEWETT, DON MR",C,REP,39.57,0.0,39.57,WA,10.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4AL02204,"GILBERRY, WALLACE",C,REP,165335.64,0.0,165335.64,AL,2.0,0.0,0.0,01/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,$100K–$1M,96.94408322496749,99.03846153846155
H4WA08147,"SHETH, NIRAV",C,REP,26855.0,0.0,26855.0,WA,10.0,0.0,0.0,07/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2GA08095,"BUTLER, DARRIUS MAURICE",C,DEM,16292.11,0.0,16292.11,GA,8.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4GA08117,"LASTER, JUSTIN",C,DEM,405.0,0.0,405.0,GA,8.0,0.0,0.0,09/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2MA08090,"BURKE, ROBERT G.",C,REP,1147.1,10000.0,1147.1,MA,8.0,0.0,0.0,11/20/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4WA05242,"BINGLE, JONATHAN",C,REP,22243.0,4640.17,22243.0,WA,5.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CA30271,"ARREAGA, FRANCESCO",O,DEM,5488.84,0.0,5488.84,CA,30.0,0.0,0.0,03/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2NC04192,"COWDEN, ANTHONY 'TONY'",O,REP,240.0,0.0,240.0,NC,3.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2NC04150,"CLARK, ROBERT BENJAMIN III",O,DEM,72.0,62690.97,72.0,NC,4.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0CA17193,"TANDON, RITESH",C,DEM,26133.46,2089.31,26133.46,CA,17.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2NC04176,"SZOKA, JOHN DAVID MR.",O,REP,149.0,0.0,149.0,NC,4.0,0.0,0.0,09/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2NC09183,"GRAHAM, CHARLES",C,DEM,4500.0,0.0,4500.0,NC,7.0,0.0,0.0,03/31/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4TX18229,"DURAL, KEVIN",C,W,64469.71,0.0,64469.71,TX,18.0,0.0,0.0,10/16/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0CA20122,"GORMAN, JEFF",C,REP,250.0,0.0,250.0,CA,19.0,0.0,0.0,05/01/2023,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4TX02181,"FILLER, PETER STEVEN",C,DEM,8114.5,0.0,8114.5,TX,2.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4GA13091,"RENE, KAREN",C,DEM,67020.0,0.0,67020.0,GA,13.0,0.0,0.0,03/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4OH03105,"CHANDRAKUMAR, ROSHAN",C,DEM,31898.6,0.0,31898.6,OH,3.0,0.0,0.0,03/14/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4WA06125,"DEAN, KATE",O,DEM,22583.0,0.0,22583.0,WA,6.0,0.0,0.0,03/29/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H6KY03124,"YARMUTH, JOHN",I,DEM,233.01,132262.4,233.01,KY,3.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0IN05201,"BECKWITH, MICAH",O,REP,98.52,0.0,98.52,IN,5.0,0.0,0.0,05/04/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2CA50174,"HOULAHAN, STEPHEN WILLIAM",C,DEM,29975.29,0.0,29975.29,CA,48.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4AS01018,"KUAEA, LOUISE LEALAI MRS.",C,DEM,26550.0,3913.92,26550.0,AS,0.0,0.0,0.0,11/25/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2FL24045,"HARRIS, KEVIN COREY",C,DEM,3053.36,0.0,3053.36,FL,24.0,0.0,0.0,08/26/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4KY06197,"RUDD, SHAUNA",C,DEM,32964.12,0.0,32964.12,KY,6.0,0.0,0.0,11/03/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2LA03105,"LEBRUN, TIA MARIE MRS.",C,DEM,1111.0,0.0,1111.0,LA,3.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4LA03143,"SUMMERLIN, SADI",C,DEM,9707.25,0.0,9707.25,LA,3.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2WA10063,"HEWETT, DON",C,REP,39.57,0.0,39.57,WA,10.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0WA10067,"HEWETT, DON",C,REP,39.57,0.0,39.57,WA,10.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4WA10085,"TOLIVER, DESIREE",C,DEM,3372.0,0.0,3372.0,WA,10.0,0.0,0.0,07/17/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CA47218,"CRANDALL, TERRY LAWRENCE",O,NPA,15626.0,0.0,15626.0,CA,47.0,0.0,0.0,05/02/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2CO05141,"GOENAGA-TORRES, SANTIAGO DAVID",O,DEM,10.0,0.0,10.0,CO,5.0,0.0,0.0,03/31/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4RI01182,"BIAH, NATHAN",O,DEM,1030.0,0.0,1030.0,RI,1.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CO05154,"PUGLIESE, ROSE",O,REP,9020.65,0.0,9020.65,CO,5.0,0.0,0.0,01/16/2024,8270.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CA34117,"FERRELL, DAVID",C,DEM,9078.1,0.0,9078.1,CA,34.0,0.0,0.0,03/20/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2WY01016,"SELVIG, MARISSA JOY",C,CON,1.35,0.0,1.35,WY,0.0,0.0,0.0,03/01/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2CA38245,"MOREIRA, ELIZABETH",C,DEM,581.38,0.0,581.38,CA,38.0,0.0,0.0,09/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4OK03053,"MILLER, CONNOR",C,REP,245.17,0.0,245.17,OK,3.0,0.0,0.0,06/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CO03480,"WHITLEY, DAVID VANN MR",O,LIB,9900.0,0.0,9900.0,CO,3.0,0.0,0.0,10/21/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2MD02343,"MORGAN, YURIPZY",C,REP,250.0,0.0,250.0,MD,3.0,0.0,0.0,02/06/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2MD03184,"PITOCCO, ANTONIO",C,REP,501.0,2000.0,501.0,MD,3.0,0.0,0.0,06/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0PA02091,"SNOW, SALEM",C,DEM,2215.0,1500.0,2215.0,PA,2.0,0.0,0.0,03/31/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0MD05183,"WILKES, MCKAYLA",C,DEM,8414.0,0.0,8414.0,MD,5.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CO03373,"WILEY, JAMES BROOKS",O,LIB,282.0,0.0,282.0,CO,3.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2VA10141,"BEATTY, JOHN",O,REP,4210.0,0.0,4210.0,VA,10.0,0.0,0.0,05/01/2024,3450.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H6CA44145,"NAVARRO, OMAR",C,REP,100.0,0.0,100.0,CA,43.0,0.0,0.0,03/31/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4KS02198,"KLEINMANN, MATTHEW RYAN",C,DEM,52818.77,0.0,52818.77,KS,2.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0MD05225,"PALOMBI, CHRISTOPHER",C,REP,10.0,0.0,10.0,MD,5.0,0.0,0.0,03/31/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2AZ09142,"STOVALL, ALEX",C,REP,840.71,61269.32,840.71,AZ,5.0,0.0,0.0,06/30/2023,3.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2PA05074,"GALLUCH, DAVID",C,REP,40.0,0.0,40.0,PA,5.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2MD05536,"WILKES, MCKAYLA NICOLLETTE",C,DEM,11045.76,0.0,11045.76,MD,5.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4VA07143,"BRAT, DAVID ALAN",C,REP,200.0,0.0,200.0,VA,7.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4FL26103,"ATKINS, JOEY DAVID",C,DEM,36675.0,0.0,36675.0,FL,26.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4PA10112,"BROADHURST, JOHN",C,DEM,21842.64,8788.3,21842.64,PA,10.0,0.0,0.0,04/03/2024,5244.16,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0PA05094,"PRUETT, DASHA",C,REP,3535.0,0.0,3535.0,PA,5.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4WI04282,"NATH, PURNIMA",C,REP,15663.0,0.0,15663.0,WI,4.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4GA14081,"HOUSTON, DERIC",C,DEM,7032.75,0.0,7032.75,GA,14.0,0.0,0.0,06/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2AR02103,"REYNOLDS, CONRAD E",C,REP,25.0,21442.67,25.0,AR,2.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4IN05203,"CHINTHALA, BALARAJU RAJU",C,REP,300596.12,0.0,300596.12,IN,5.0,0.0,0.0,06/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,$100K–$1M,96.94408322496749,99.03846153846155
H4WA02173,"BINDA, JOSHUA",C,DEM,9118.39,0.0,9118.39,WA,2.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4MD02257,"THORMANN, JOHN",O,REP,3045.7,0.0,3045.7,MD,2.0,0.0,0.0,04/24/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4VI01011,"PICKARD, RONALD",C,REP,19682.76,605.0,19682.76,VI,0.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CO03324,"WITHROW, ADAM JOSEPH",O,UNI,438.48,0.0,438.48,CO,3.0,0.0,0.0,10/16/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4AZ03125,"AGUILAR, YLENIA",O,DEM,63933.07,0.0,63933.07,AZ,3.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4MD06365,"WILKS, ALTIMONT",O,DEM,3375.0,0.0,3375.0,MD,6.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0VA08172,"KIM, HEERAK CHRISTIAN DR.",C,REP,650.0,0.0,650.0,VA,8.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4VA10303,"DEVOE, MARION SR.",O,DEM,10395.0,0.0,10395.0,VA,10.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4OR01154,"CHRISTMAN, JOSEPH WILLIAM",C,LIB,1075.0,794.69,1075.0,OR,1.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2FL27071,"POLO, FRANK",C,REP,510.25,0.0,510.25,FL,27.0,0.0,0.0,09/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2ME01131,"THELANDER, EDWIN F MR.",C,REP,85.0,1247.31,85.0,ME,1.0,0.0,0.0,05/15/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4AZ07142,"BECKER, NINA",C,REP,300504.0,0.0,300504.0,AZ,7.0,0.0,0.0,06/30/2024,195.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,$100K–$1M,96.94408322496749,99.03846153846155
H4PR01036,"MELENDEZ, JOSE E",C,REP,33430.0,0.0,33430.0,PR,0.0,0.0,0.0,12/31/2024,6600.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2FL26081,"SWANSON, RUTH ANN",C,REP,126.28,2467.97,126.28,FL,26.0,0.0,0.0,03/17/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4VA10220,"GARAY, BRANDON",O,DEM,5511.0,0.0,5511.0,VA,10.0,0.0,0.0,06/18/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H8IL08044,"MCSWEENEY, DAVID",C,REP,24.0,1150398.52,24.0,IL,8.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2TX23165,"LOPEZ, FRANCISCO",C,REP,11412.0,24111.3,11412.0,TX,23.0,0.0,0.0,03/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4MD06266,"WEST, DESTINY DRAKE",O,DEM,15880.35,0.0,15880.35,MD,6.0,0.0,0.0,06/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2NC08235,"VILLAVERDE, CHRISTINE",C,REP,44225.0,0.0,44225.0,NC,1.0,0.0,0.0,12/07/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4VA03076,"TAYLOR-YOUNG, RHODA RENEE MS.",C,IND,1055.0,0.0,1055.0,VA,3.0,0.0,0.0,09/30/2024,1025.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4UT02288,"EYRING, HENRY CHRISTIAN",O,REP,45606.0,0.0,45606.0,UT,2.0,0.0,0.0,10/13/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4OR05353,"FEINTECH, SONJA",C,LIB,4654.0,719.57,4654.0,OR,5.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CA32152,"ABBITT, DAVE",C,DEM,2240.0,0.0,2240.0,CA,32.0,0.0,0.0,12/31/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2MI04260,"ALFONSO, JOSEPH",C,DEM,12084.0,0.0,12084.0,MI,4.0,0.0,0.0,04/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2VA04177,"STURDIFEN, DALE",C,REP,4925.0,0.0,4925.0,VA,4.0,0.0,0.0,05/23/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4RI01224,"QUEZADA, ANA B MRS.",O,DEM,92852.69,0.0,92852.69,RI,1.0,0.0,0.0,12/01/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2MI05176,"GOLDBERG, BARTLEY F.",C,DEM,620.0,50000.0,620.0,MI,5.0,0.0,0.0,09/30/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4MI08234,"NEELEY, SHELDON",O,DEM,26935.0,0.0,26935.0,MI,8.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4NJ11158,"SAUERS, JOHN",C,REP,5104.1,0.0,5104.1,NJ,11.0,0.0,0.0,06/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2CA04155,"ENGDAHL, ANDREW DAVID",C,DEM,1587.46,0.0,1587.46,CA,4.0,0.0,0.0,04/13/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CA12246,"SIKDER, ABDUR R DR",O,DEM,21938.0,0.0,21938.0,CA,12.0,0.0,0.0,04/16/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4CA33135,"CARR, ELAN S.",O,REP,100.0,11284.82,100.0,CA,33.0,0.0,0.0,12/31/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H2NY14094,"CUELLAR, DESI",C,REP,49.53,26370.0,49.53,NY,14.0,0.0,0.0,06/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H0NY14296,"CUMMINGS, JOHN C.",C,REP,30.0,0.0,30.0,NY,14.0,0.0,0.0,06/30/2024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
H4NY11211,"MORSE, ANDREA S",C,DEM,273868.12,0.0,273868.12,NY,11.0,0.0,0.0,12/31/2024,2242.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,$100K–$1M,96.94408322496749,99.03846153846155
H8UT04046,"MCDONALD, DARLENE",C,DEM,600.0,0.0,600.0,UT,4.0,0.0,0.0,01/31/2023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,<$100K,96.94408322496749,95.41666666666667
